id,Completed,Last page seen,Start language,Token,Date last action,Date started,IP address,DemP,DemR,RID,Weight,Weight2,Mobile device,Tablet device,SGENDER,IBIRTHYEAR,IAGEGROUPSET1,IAGEGROUPSET2,IAGEGROUPSET3,IAGEGROUPSET4,IAGEGROUPSET5,DemPC,COUNTRY,RESPONDENT,Q4 [1],Q4 [2],Q4 [3],Q4 [4],Q4 [5],Q4 [6],Q4 [7],Q4 [8],Q4 [9],Q4 [10],Q20x1 [1],Q20x1 [2],Q20x1 [3],Q20x2 [1],Q20x2 [2],Q20x2 [3],Q20x3 [1],Q20x3 [2],Q20x3 [3],Q20x4 [1],Q20x4 [2],Q20x4 [3],Q24,Q25
1462,2023-07-05 12:10:27,4,en,,2023-07-05 12:10:27,2023-07-05 11:57:33,,,,99ff6101-ea29-5bd9-e70f-55d4bd4f2e9d,1,1,N,N,Male,1990,,,,,,2640,2,1,Sport1,Max sport,Gsport,,,,,,,,Fjellreven,Reebok,Nordberg?,Adidas,Nike,Reebok,Madshus,DBS,Samsung,Reebok,Fjellreven,Nike,"På nett så prøver jeg finne best pris for samme ting så da hender det jeg bruker xxl.   Sport1 har fysisk butikk nærmere meg en matbutikk, så derfor er jeg mest innom Sport1 sin fysiske butikk.","Regner med det ikkke kommer en fysisk XXL butikk på Vinstra, så ellers dekker XXL mine behov perfekt via internett."
1463,2023-07-05 12:19:19,4,en,,2023-07-05 12:19:19,2023-07-05 11:59:26,,,,9ce0ff0a-25fb-e9c9-f804-cbcbd3e981dc,1,1,N,N,Male,1962,,,,,,2861,2,1,XXL,,,,,,,,,,X,X,X,X,X,X,XXL,Cop obs,Sport 1,Ingen,Ingen,Ingen,Noe jeg trenger som er på tilbud,De har det jeg trenger
1464,2023-07-05 12:51:20,4,en,,2023-07-05 12:51:20,2023-07-05 12:01:55,,,,8400869c-3b1b-5555-1892-b22bd1373207,1,1,N,N,Male,1996,,,,,,82150,3,1,Hobbex,Stadium,,,,,,,,,Pris,Hållbarhet,Kvalitet,Kvalitet,Märke,Hållbarhet,Kvalitet,Pris,Märke,Kvalitet,Pris,Märke,Att det skulle finnas en butik närmare mig,Vet inte
1465,2023-07-05 12:21:15,4,en,,2023-07-05 12:21:15,2023-07-05 12:12:45,,,,987272e6-0cc3-9020-6be8-4659d2de8e7c,1,1,N,N,Male,1977,,,,,,4615,2,1,XXL,,,,,,,,,,Sydvang,Mammut,Urberg,Urberg,Sydvang,Mammut,Sydvang,Urberg,Mammut,Urberg,Mammut,Sydvang,At de har varene på lager. At varene er bedre priset. At kampanjevarer er synlige og ikke bortgjemt.,Hva jeg svarte forrige spørsmål.
1466,2023-07-05 12:32:04,4,en,,2023-07-05 12:32:04,2023-07-05 12:22:46,,,,01e52fd9-ffcb-8b2d-21d6-1bce816a7844,1,1,N,N,Female,1983,,,,,,5353,2,1,Xxl,,,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Nike,Adidas,Puma,Vet ikke,Vet ikke,Vet ikke,Nike,Converce,Vet ikke,Vet ikke,Vet ikke
1467,2023-07-05 12:57:29,4,en,,2023-07-05 12:57:29,2023-07-05 12:26:32,,,,0c906c78-8709-a699-8e76-58bb61cc44b6,1,1,N,N,Male,1979,,,,,,5228,2,1,xxl,intersport,,,,,,,,,norrøna,hagløfs,bergans,nike,puma,hooka,scott,burton,salomon,nike,puma,new balance,"Bedre utvalg, rimeligere priser",Ha bedre kampanjer
1468,2023-07-05 12:56:04,4,en,,2023-07-05 12:56:04,2023-07-05 12:45:17,,,,d15fb27a-2dba-defa-4775-8674e32a959f,1,1,N,N,Female,2005,,,,,,87340,3,1,Intersport,,,,,,,,,,H&M,Gymshark,Adidas,Gymshark,ICIW,H&M,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,XXL,Bra och bra
1469,2023-07-05 13:00:09,4,en,,2023-07-05 13:00:09,2023-07-05 12:51:35,,,,59eb0ee4-1087-5d52-f7ea-3ac0614a9c7e,1,1,N,N,Female,2004,,,,,,6817,2,1,Sport1,,,,,,,,,,Helly Hansen,Kari Traa,Vet ikke,Nike,Adidas,Hummel,Vet ikke,Vet ikke,Vet ikke,Helly Hansen,Kari Traa,Vet ikke,Beliggenhet,Ingenting
1470,2023-07-05 13:05:23,4,en,,2023-07-05 13:05:23,2023-07-05 12:53:33,,,,f2a3860a-e958-22f7-6705-b2887b8d0ee2,1,1,N,N,Female,1978,,,,,,5141,2,1,xxl,sport1,sportoutlet.no,,,,,,,,norrøna,bergans,fjellreven,casall,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,tilbud,bedre tilbud
1471,2023-07-05 13:11:38,4,en,,2023-07-05 13:11:38,2023-07-05 13:02:46,,,,d210e351-13d2-f866-0d5f-d73b81c72ebe,1,1,N,N,Female,2006,,,,,,98134,3,1,Stadium,,,,,,,,,,Zalando,Stadium,Hm,Zalando,Hm,Stadium,Sportshoppen,Stadium,Intersport,Hm,Zalando,Intersport,Bättre online shoppinh,Skaffa mer morfemens kläder för gym
1472,2023-07-05 13:16:28,4,en,,2023-07-05 13:16:28,2023-07-05 13:08:00,,,,f6d25bd0-e74b-4f47-c0de-6ff9cda2d924,1,1,N,N,Female,2004,,,,,,66060,3,1,6,6,2,,,,,,,,Hm,Stadium,Nike,XXL,Staduim,Hm,Hm,Stadium,Adidas,Xxl,Shein,Hm,För att den är bra. Har fina saker.,Tg gr tg ryrttrgrg. Yrgr
1473,2023-07-05 13:29:49,4,en,,2023-07-05 13:29:49,2023-07-05 13:18:53,,,,b1c926e1-2c79-8fe0-d9ef-12e2bcb39133,1,1,N,N,Male,1996,,,,,,38792,3,1,vet ej,,,,,,,,,,craft,nike,adidas,puma,reebok,peak,hestra,oakley,chimi,puma,nike,adidas,billigare priser,inget
1474,2023-07-05 13:48:06,4,en,,2023-07-05 13:48:06,2023-07-05 13:31:01,,,,596fe776-8aee-3665-7e78-d344e6a537ec,1,1,N,N,Female,1988,,,,,,0597,2,1,sports,,,,,,,,,,h&m,Nike,zalando,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingenting,ingen,Bedre priser,Stort utvalg av produkter
1475,2023-07-05 13:44:44,4,en,,2023-07-05 13:44:44,2023-07-05 13:32:58,,,,2dbf9211-7526-1722-ae1f-a6949287c78b,1,1,N,N,Male,1996,,,,,,85642,3,1,Stadium Outlet,XXL,Inter Sport,,,,,,,,Helly Hansen,Peak P,Adidas,Adidas,Calvin Klein,Gymshark,.,.,.,Adidas,Nike,Adidas,Billigare priser.,Bättre priser.
1476,2023-07-05 13:49:55,4,en,,2023-07-05 13:49:55,2023-07-05 13:39:41,,,,80b0be67-02ae-058d-8868-8a9be0d91ab3,1,1,N,N,Female,1969,,,,,,0270,2,1,Xxl,,,,,,,,,,Vet ikke,Vvv,Vvv,Vvv,Vvv,Vvv,Ingen,Ingen,Ingen,Ingen,Infen,Ingen,Tilbud og lavere pris,Vet ikke
1477,2023-07-05 14:00:39,4,en,,2023-07-05 14:00:39,2023-07-05 13:46:05,,,,2beeb7b5-7218-c1b9-f9bb-83c5b7fabb5f,1,1,N,N,Male,1970,,,,,,5590,2,1,Nike,,,,,,,,,,40,40,20,40,40,20,40,40,20,4»,40,20,Store kære som passer med folk ab store Størlse  då,Lagga store klær då til folk og store sko då
1478,2023-07-05 14:09:27,4,en,,2023-07-05 14:09:27,2023-07-05 13:53:55,,,,e3fddd87-dd82-1200-ea89-e9d668aeec1d,1,1,N,N,Female,1976,,,,,,3172,2,1,Xxl,Sport Outlet,,,,,,,,,Twentyfour,Hoka,,,,,,,,,,,Pris og utvalg,Pris
1479,2023-07-05 14:07:08,4,en,,2023-07-05 14:07:08,2023-07-05 13:54:41,,,,b900b0ea-2c34-7dcb-17e4-842bd87a0402,1,1,N,N,Female,1962,,,,,,1771,2,1,Sport 1,Xxl,Intersport,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Ingen,Ingen,Ingen,Ingen,I3,Ingen,Ingen,Ingen,I3,Vet ikke,Ingen
1480,2023-07-05 14:08:52,4,en,,2023-07-05 14:08:52,2023-07-05 13:55:00,,,,445a57b3-68c9-9891-4dbd-63716ce25c29,1,1,N,N,Female,1977,,,,,,0178,2,1,xxl,intersport,oslo sportslager,sport outlet,,,,,,,Nike,Adidas,Casall,Adidas,Casall,Nike,Ikke aktuelt,Ikke aktuelt,Ikke aktuelt,Adidas,Nike,Casall,Bedre produkter/bedre pris,Er fornøyd
1481,2023-07-05 14:44:07,4,en,,2023-07-05 14:44:07,2023-07-05 13:55:09,,,,e1afbd18-2169-7312-b816-8984f54315ca,1,1,N,N,Female,1980,,,,,,1580,2,1,Sportsoutlett,,,,,,,,,,Stormberg,Bergans,Kari traa,Kari traa,Adidas,Nike,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Blir billigere,Bli billigere og ha mine str
1482,2023-07-05 14:01:17,4,en,,2023-07-05 14:01:17,2023-07-05 13:55:16,,,,1e37e1f0-b3cf-2acf-23fe-d51c5db88b35,1,1,N,N,Male,1970,,,,,,5412,2,1,sport1,,,,,,,,,,vet ikke,vet ikke,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingenting,butikk nær meg
1483,2023-07-05 14:34:50,4,en,,2023-07-05 14:34:50,2023-07-05 14:00:27,,,,b26aad05-38b9-89c8-7f0b-9941ef798f9f,1,1,N,N,Female,2005,,,,,,1870,2,1,Nilsen sport,XXL,,,,,,,,,Fjällräven,Bergans,XXL,Adidas,Hummel,Select,XXL,Mango,Johaug,Nike,Adidas,Fila,At det er en butikk som er mer lett tilgjengelig for meg.,At de får litt bedre tilbud som kommer på nettet på blant annet sko.
1484,2023-07-05 14:10:16,4,en,,2023-07-05 14:10:16,2023-07-05 14:00:50,,,,f959a658-a3f6-6406-4e56-927211c816c6,1,1,N,N,Female,1988,,,,,,4306,2,1,Sport outlet,,,,,,,,,,Xxl,H&m,ZALANDO,Nike,Adidas,H&m,Ingen,Ingen,Ingen,Nike,Adidas,H&m,Nærhet,Kvalitet
1485,2023-07-05 14:30:00,4,en,,2023-07-05 14:30:00,2023-07-05 14:11:33,,,,1ecff35b-c923-36a0-d855-c7e48905fda8,1,1,N,N,Male,1959,,,,,,0951,2,1,Inter sport,,,,,,,,,,Fiskeytstyr,Treningstøy,Joggesko,Fotball,Løping,Vannsport,Sykkel,Briller,Klokker,Sko,Fritidsbekledning,Sportfashion,Billigere priser,Vet ikke
1486,2023-07-05 14:35:01,4,en,,2023-07-05 14:35:01,2023-07-05 14:14:40,,,,6169f459-af04-3be8-7e57-c0425ce41bc3,1,1,N,N,Female,1971,,,,,,7200,2,1,Sport1,G sport,Intersport,SportOutlet,XXL,,,,,,Hagløfs,Norrøna,Mamut,Adidas,Scetchers,Nike,Scott,Oakley,Sidi,Okaki,Hagløfs,Hoka,Bedre pris på samme vare,De gjør allerede det som må til
1487,2023-07-05 14:31:52,4,en,,2023-07-05 14:31:52,2023-07-05 14:18:22,,,,cddf98d5-e5f1-f7b9-b5db-acf47560d34f,1,1,N,N,Female,2003,,,,,,0275,2,1,Xxl,Anton sport,,,,,,,,,Nike,Famme,Gymshark,Famme,Nike,Gymshark,Mammut,Fjellreven,Nike,Nike,Famme,Gymshark,Lettere tilgjengelighet og mer tilbud,Bedre tilgjengelig fysisk
1488,2023-07-05 14:36:10,4,en,,2023-07-05 14:36:10,2023-07-05 14:18:25,,,,ef407415-b324-b935-571b-406bdf0500cf,1,1,N,N,Female,1965,,,,,,3733,2,1,Xxl,Interspirt,,,,,,,,,Herkila,Ulvang,Devold,Hooka,Nike,Adidas,Merida,Nike,Mafshus,Nike,Hooka,Afidas,At de har tilbudene som står i reklameavisen,At de har varene på lager
1489,2023-07-05 14:38:33,4,en,,2023-07-05 14:38:33,2023-07-05 14:27:33,,,,cbe6e19a-b0bc-2965-f194-d5cd40970506,1,1,N,N,Female,1998,,,,,,3520,2,1,widfoss,påtur,xxl,,,,,,,,Mammut,Bergans,Chevalier,vet ikke,vet ikke,vet ikke,fibit,diamant,vet ikke,Tufte,Adidas,Chevalier,behov for noe,ingenting
1490,2023-07-05 14:59:38,4,en,,2023-07-05 14:59:38,2023-07-05 14:48:34,,,,18438311-a1b4-7a16-2b1f-b7686bcee9c5,1,1,N,N,Male,1965,,,,,,7041,2,1,xxl,anton sport,,,,,,,,,Helly hansen,ingen,ingen,nike,adidas,ingen,dbs,garmin,ingen,nike,adidas,ingen,bedre priser,ingen ting
1491,2023-07-05 15:01:25,4,en,,2023-07-05 15:01:25,2023-07-05 14:52:48,,,,84ac1706-92b9-bd0d-6809-238703ef55d0,1,1,N,N,Female,1954,,,,,,2010,2,1,biltema,jula,,,,,,,,,biltema,x,x,x,x,x,splitkein,westby,regent,x,x,x,mere bildeler,ta inn deler til sykler produsert før 1950
1492,2023-07-05 15:11:39,4,en,,2023-07-05 15:11:39,2023-07-05 14:55:11,,,,1a1b7da9-15cb-4e41-72a7-493060042670,1,1,N,N,Female,1972,,,,,,3181,2,1,Sport outlet,Xxl,Stormberg,Skogstad,Sport 1,,,,,,Sport outlet,Nike,Skogstad,Skogstad,Nike,Xxl,Xxl,Nike,Zalando,Zalando,Xxl,Nike,Rimeligere produkter,Rimelige produkter og mange størrelser tilgjengelig
1493,2023-07-05 15:16:23,4,en,,2023-07-05 15:16:23,2023-07-05 15:01:13,,,,15e0a137-cf1f-68d1-f739-95cb7775fbe0,1,1,N,N,Female,1983,,,,,,2345,2,1,XXL,Sport1,,,,,,,,,Adidias,Nike,uLLVANG,adidas,nike,asics,Salomon,Quicksilver,Bula,adidas,nike,Ullvang,beliggenhet,mer tilbudsvarer
1494,2023-07-05 15:25:18,4,en,,2023-07-05 15:25:18,2023-07-05 15:14:58,,,,89c22ac8-0107-808b-06c7-1ee94651e51f,1,1,N,N,Female,1975,,,,,,5360,2,1,intersport,xxl,,,,,,,,,helly hansen,hagløfs,xxl,adidas,nike,xxl,xxl,intersport,nike,adidas,nike,xxl,billigere,mere salg
1495,2023-07-05 15:20:30,4,en,,2023-07-05 15:20:30,2023-07-05 15:15:23,,,,85850caf-9341-c2ec-92a1-38ae4a8ba732,1,1,N,N,Female,1982,,,,,,2000,2,1,Devold,,,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke Vet ikke,Vet ikke,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Vet ikke,Vet ikke
1496,2023-07-05 15:53:19,4,en,,2023-07-05 15:53:19,2023-07-05 15:46:08,,,,3c36aa08-d6c5-0f1a-f207-9e1da21231fd,1,1,N,N,Female,1974,,,,,,2005,2,1,,,,,,,,,,,HJ,Nike,Ingen,Ingen,Nike,Adidas,Adidas,Rosignal,Swiss,Ingen,Nike,Adidas,,Pris
1497,2023-07-05 16:13:15,4,en,,2023-07-05 16:13:15,2023-07-05 15:59:05,,,,b141b34b-be0d-0d54-2245-876a9ab706d5,1,1,N,N,Female,1977,,,,,,4012,2,1,Nike,Adidas,Sports.cim,,,,,,,,Stromberg,Nike,Hoka,Nike,Puma,Adidas,Nike,Polaroid,Puma,Nike,Adidas,Hoka,More choise of clothing,I don&#39t wear XXL
1498,2023-07-05 16:05:41,4,en,,2023-07-05 16:05:41,2023-07-05 15:59:50,,,,67c65476-f80f-d5f6-a578-60ed65f5c0ec,1,1,N,N,Male,1999,,,,,,7760,2,1,,,,,,,,,,,Iw,Wj,S,Zj,Jd,Sjd,Kkf,Bnd,Nxk,Nd,Us,Us,,Vet ikke
1499,2023-07-05 16:09:35,4,en,,2023-07-05 16:09:35,2023-07-05 16:00:37,,,,1bf4347c-624d-bb1c-9772-00dff1fc4ae6,1,1,N,N,Male,1991,,,,,,7036,2,1,xxl,zalando,,,,,,,,,fjellraven,timberland,nike,nike,puma,umbro,garmin,samsung,apple,nike,adidas,puma,zalando,bedre pris
1500,2023-07-05 16:36:19,4,en,,2023-07-05 16:36:19,2023-07-05 16:24:28,,,,3347db74-0969-9b90-837b-ef6c9590eda0,1,1,N,N,Male,1967,,,,,,5537,2,1,XXL,Sport1,Sport Outlet,Intersport,Obs,,,,,,Bergans,HH,Skechers,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Famme,Only,Aim&#39n,De må flytte tilbake til Haugesund,De kan ikke gjøre noe.
1501,2023-07-05 16:35:51,4,en,,2023-07-05 16:35:51,2023-07-05 16:26:36,,,,a6eaf1fa-0fa9-2859-8bf4-c5c1498b4209,1,1,N,N,Male,1976,,,,,,4200,2,1,intersport,xxl,,,,,,,,,fjellrev,blåkleder,norøna,adida,nike,puma,rossignol,head,dynastar,adidas,nike,puma,sjer ikke,billigere
1502,2023-07-05 17:06:08,4,en,,2023-07-05 17:06:08,2023-07-05 16:56:17,,,,f557a83c-a6da-3e7d-3332-9c7c387007a0,1,1,N,N,Female,1966,,,,,,0469,2,1,XXL,,,,,,,,,,Vet ikke,Vet ikke,Vet ikkr,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Handler hos XXL,Bra som det er
1503,2023-07-05 17:13:58,4,en,,2023-07-05 17:13:58,2023-07-05 17:03:06,,,,7b351450-5e9d-3fee-505e-201eb7491b89,1,1,N,N,Male,1971,,,,,,8762,2,1,Sport 1,,,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Nike,Adidas,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Tilgjengelighet,Lokale butikker
1504,2023-07-05 17:48:19,4,en,,2023-07-05 17:48:19,2023-07-05 17:15:12,,,,4e64b1fb-37e2-673e-01f5-854f07c89227,1,1,N,N,Female,1986,,,,,,5089,2,1,Sport outlet,,,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Husker ikke,Vet ikke,Vet ikke,Husker ikke,Vet ikke,Vet  ikke,Husker ikke,Vet ikke,Sport outlet,Bedre priser
1505,2023-07-05 17:29:02,4,en,,2023-07-05 17:29:02,2023-07-05 17:17:56,,,,d0014c94-9e59-88ec-169a-782ac47e550e,1,1,N,N,Male,1981,,,,,,3112,2,1,Xxl,Intersport,Sport1,,,,,,,,Stormberg,Helly hansen,Fjellreven,Nike,Adidas,Vans,Polar,Scott,Dbs,Vans,Converse,Puma,Bedre pris,Ha varene påmøager i butikken. Har større utvalg i sko
1506,2023-07-05 17:31:32,4,en,,2023-07-05 17:31:32,2023-07-05 17:23:26,,,,ba449d4f-4cac-1730-3e41-a96f490a49d5,1,1,N,N,Male,2000,,,,,,1405,2,1,XXL,unisport,,,,,,,,,nike,addidas,paraco,nike,adidas,yogafit,wellern,bozo,rolex,nike,adidias,yeezes,xxl er best i test mener jeg. bra utstyr og mye for pengene.,kanksje bedre kundeservice.
1507,2023-07-05 17:38:42,4,en,,2023-07-05 17:38:42,2023-07-05 17:28:21,,,,a508b708-041c-ef1b-7e07-83231adc0e93,1,1,N,N,Female,2000,,,,,,4596,2,1,Decathlon,,,,,,,,,,Adidas,Nike,Decathlon,Adidas,Nike,Decathlon,Decathlon,Zalando,Intersport,Adidas,Nike,Decathlon,Kjenner ikke XXL,Annonsere mer
1508,2023-07-05 17:49:38,4,en,,2023-07-05 17:49:38,2023-07-05 17:31:38,,,,c1611ae0-57ed-d300-76ee-2e4aa3076315,1,1,N,N,Female,1979,,,,,,2443,2,1,Xxl,Sportshopen,Sport outlet,,,,,,,,Ulvang,Fjellreven,Heldre,Nike,Casall,Kari traa,Fitbit,Madshus,Fisher,Twentyfour,Kari traa,Heldre,Pris,Pris og tilbud
1509,2023-07-05 17:52:11,4,en,,2023-07-05 17:52:11,2023-07-05 17:43:34,,,,7e1d33c0-b705-8d82-66ce-0736b0bfff5c,1,1,N,N,Female,1968,,,,,,0581,2,1,Xxl,,,,,,,,,,N/a,N/a,N/a,Levity,Bumpro,N/a,Fitbit,N/a,N/a,N/a,N/a,N/a,???,Lettere å finne vare i butikken
1510,2023-07-05 18:14:32,4,en,,2023-07-05 18:14:32,2023-07-05 17:49:53,,,,28b9835e-6a5c-419a-ae50-b7926c6dde9e,1,1,N,N,Female,1979,,,,,,4318,2,1,Sport outlet,,,,,,,,,,Bergans,Stormberg,Skogstad,Hoka,Adidas,Nike,Bergans,Nike,Huawei,Nike,Adidas,Puma,Lavere priser,Lavere priser
1511,2023-07-05 17:57:19,4,en,,2023-07-05 17:57:19,2023-07-05 17:50:24,,,,f09e34c4-904f-1cf3-e6ca-00b54b1f905e,1,1,N,N,Female,1993,,,,,,1779,2,1,,,,,,,,,,,Nike,Adidas,XXl,Nike,Adidas,Lacoste,Nike,Adidas,Reebok,Nike,Adidas,Reebok,,Bedre kundeservice
1512,2023-07-05 18:04:30,4,en,,2023-07-05 18:04:30,2023-07-05 17:55:09,,,,be14e82f-c21f-21a2-0321-dc3fa7f476b5,1,1,N,N,Female,1984,,,,,,8481,2,1,,,,,,,,,,,Fjällreven,Bergans,Devold,Nike,Addidas,Puma,Breidablikk,Merida,Garmin,Converse,Buffalo,Nike,,...
1513,2023-07-05 18:10:17,4,en,,2023-07-05 18:10:17,2023-07-05 17:56:46,,,,3d3b0fc0-f96b-cbbf-2cce-3b103eab4d24,1,1,N,N,Male,1980,,,,,,3515,2,1,Sport1,XXL,Intersport,,,,,,,,Stormberg,GoreTex,Trek,Adidas,Adidas,Adidas,Trek,Merida,Bruker ingen andre merker / Kommer ikke på andre merkenavn nå som jeg bruker,Dressmann,Cubus,KappAhl,"De må bli bedre på det de driver med. Jeg har kun hørt dårlige rykter angående XXL blant venner som har handlet der, samt dårlige omtaler i avisene.","Skal man se på om de kan dekke mine behov, så kan de absolutt det uten noe som helst behov for forbedring. Jeg bar skyr dem pga dårlig omtale i aviser såvel som fra vanlige folk i gata."
1514,2023-07-05 18:21:26,4,en,,2023-07-05 18:21:26,2023-07-05 18:00:08,,,,f0d7f3d2-5d4c-3e84-c0dc-c7fc0223690a,1,1,N,N,Female,1963,,,,,,0678,2,1,xxl,gsport,,,,,,,,,xxl,hm,sport1,nike,nike,xxl,xxl,nike,addidas,hm,xxl,nike,reklame,ingenting
1515,2023-07-05 18:22:10,4,en,,2023-07-05 18:22:10,2023-07-05 18:12:18,,,,846def44-62b9-b98a-144a-db463eea63de,1,1,N,N,Male,1996,,,,,,0262,2,1,XXL,Anton Sport,G-sport,Intersport,Nike,,,,,,Arcteryx,Norrøna,Fjellreven,Lululemon,Nike,Adidas,Garmin,Oakley,Nortug,Lululemon,Adidas,Nike,Mer varierte merker.,Ta inn flere varer.
1516,2023-07-05 18:40:48,4,en,,2023-07-05 18:40:48,2023-07-05 18:34:05,,,,65be7700-5963-b7e8-7a0f-4395075ebdf1,1,1,N,N,Female,1982,,,,,,0962,2,1,,,,,,,,,,,10,1,1,2,2,2,2,2,2,0,0,0,,4
1517,2023-07-05 18:46:54,4,en,,2023-07-05 18:46:54,2023-07-05 18:40:21,,,,511b57b4-66cd-9e55-0cba-63303cfcee53,1,1,N,N,Female,1986,,,,,,2409,2,1,Stormberg,,,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,XXL,Ingenting
1518,2023-07-05 18:59:56,4,en,,2023-07-05 18:59:56,2023-07-05 18:52:39,,,,0a3a41ae-3be4-fe5d-02a1-7511155dfe4f,1,1,N,N,Female,1980,,,,,,5253,2,1,Xxl,,,,,,,,,,Xxl,Adidas,Nike,Nike,Adidas,Xxl,Xxl,Madshus,Fischer,Xxl,Hm,Cubus,Lavere priser,Kampanjer
1519,2023-07-05 19:43:51,4,en,,2023-07-05 19:43:51,2023-07-05 19:34:21,,,,511db025-0cfe-44e1-6f2b-843619db12bf,1,1,N,N,Female,1981,,,,,,2010,2,1,Xxl,Anton sport,Intersport,,,,,,,,Kari traa,Swedmountain,Norheim,Adidas,Nike,Ralph loren,Vet ikke,Usikker,Kjenner ikke til,Usikker,Vet ikke,Kjenner ikke til,Pris,Kundeklubb
1520,2023-07-05 19:49:56,4,en,,2023-07-05 19:49:56,2023-07-05 19:37:17,,,,3aba10aa-6b97-a5ea-c8a4-2491f6e0f430,1,1,N,N,Female,2001,,,,,,3112,2,1,Xxl,Intersport,,,,,,,,,Kari traa,Johaug,Devold,Nike,Adidas,Underarmour,Vet ikke,Vet ikke,Vet ikke,Nike,Hooka,Vet ikke,Bedre utvalg av klær,Mere basic klær
1521,2023-07-05 19:52:45,4,en,,2023-07-05 19:52:45,2023-07-05 19:38:01,,,,9ef7a1b7-06fb-6ef7-e0b9-95dc6cc8b529,1,1,N,N,Female,1974,,,,,,8382,2,1,Sport1,Xxl,Fjellsport,Get inspired,Intersport,,,,,,Hoka,Craft,Twenty four,Hoka,Craft,Salomon,Garmin,Oakley,Madshus,Hoka,Craft,Kari traa,Vareutvalg,Ha merkene jeg bruker
1522,2023-07-05 20:06:09,4,en,,2023-07-05 20:06:09,2023-07-05 19:43:30,,,,194b9b21-5d0d-ce94-382f-af60d8db44be,1,1,N,N,Male,1976,,,,,,5301,2,1,Xxl,Intersport,,,,,,,,,Viking,Vikafjell,Hh,Nice,Adidas,Umbro,Samsung,Diamant,Dbs,Nike,Vikafjell,Intersport,Gode tilbud og lavere priser,Oprette butikk litt nærmere
1523,2023-07-05 20:00:26,4,en,,2023-07-05 20:00:26,2023-07-05 19:46:02,,,,cdbe0cae-d3c4-c352-a9a0-389543f47b5a,1,1,N,N,Female,1969,,,,,,1816,2,1,XL Sport,,,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,"Dyrt, må bli billigere",Lavere priser
1524,2023-07-05 20:00:22,4,en,,2023-07-05 20:00:22,2023-07-05 19:53:44,,,,3011a907-06bf-74a1-6109-9d3a14e11e9d,1,1,N,N,Male,2002,,,,,,78456,3,1,,,,,,,,,,,K,K,K,K,K,K,S,R,E,Stedium,Stedium,Stedium,,10
1525,2023-07-05 20:13:19,4,en,,2023-07-05 20:13:19,2023-07-05 19:58:47,,,,86023a53-40be-fff1-155d-0e296af8f4a9,1,1,N,N,Male,1960,,,,,,1870,2,1,Nilsen sport og elektrisk,,,,,,,,,,Kjøper ikke sportsklær,Kjøper ikke sportsklær,Kjøper ikke sportsklær,ikke relevant,ikke relevant,ikke relevant,kjøper ikke,kjøper ikke,kjøper ikke,kjøper ikke,kjøper ikke,kjøper ikke,ikke tema,ikke relevant
1526,2023-07-05 20:20:32,4,en,,2023-07-05 20:20:32,2023-07-05 20:09:34,,,,584363e0-1025-ada4-54ee-576888efa430,1,1,N,N,Female,1981,,,,,,1158,2,1,Anton Sport,XXL,Fjellsport,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Nike,Nike,Nike,Vet ikke,Vet ikke,Vet ikke,Nike,Nike,Nike,Vet ikke,Vet ikke
1527,2023-07-05 20:21:53,4,en,,2023-07-05 20:21:53,2023-07-05 20:14:39,,,,91c61b91-774d-d80e-b79f-2fed7a6d2a0d,1,1,N,N,Male,1999,,,,,,3018,2,1,xxl,sport,antonsport,,,,,,,,adidas,nike,gucci,xxl,antonsport,sport1,adidas,zalando,louis vuitton,adidas,gucci,nike,"at det er mer utvalg, guci nike dior",jobbe i feltene å plukke bomull foir meg feite jiggabo
